"","CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","gender","hours_per_week","income","education_cat","hours_per_week_imp"
"7980","CS24124",25,"Private",2,"D","Husband","White-Collar","Black","f",24.5,44.35,"universitaria",FALSE
"7981","CS24129",12,"Private",2,"S","Husband","White-Collar","White","f",50.5,43.96,"universitaria",FALSE
"7982","CS24130",21,"Private",2,"M","Not-in-family","Service","White","f",40.5,44.13,"universitaria",FALSE
"7983","CS24133",19,"Other/Unknown",2,"M","Husband","Other/Unknown","White","f",40,34.61,"universitaria",FALSE
"7984","CS24134",22,"Private",5,"M","Own-child","White-Collar","White","f",50,48.56,"universitaria",FALSE
"7985","CS24138",40,"Private",2,"W","Husband","Blue-Collar","White","f",38,44.87,"universitaria",FALSE
"7986","CS24145",5,"Private",2,"S","Husband","Sales","Other","f",20.5,26.96,"universitaria",FALSE
"7987","CS24151",13,"Private",16,"M","Husband","White-Collar","White","f",40.5,46.89,"secundaria",FALSE
"7988","CS24162",6,"Private",16,"S","Husband","White-Collar","White","f",40,41.8,"secundaria",FALSE
"7989","CS24165",3,"Private",16,"S","Husband","Service","White","f",40.5,37.28,"secundaria",FALSE
"7990","CS24169",43,"Self-Employed",5,"D","Husband","Professional","White","f",40,35.93,"universitaria",FALSE
"7991","CS24172",22.5804861517607,"Private",16,"W","Husband","White-Collar","White","f",10,43.03,"secundaria",FALSE
"7992","CS24176",23,"Government",2,"X","Husband","Professional","Black","f",37,41.01,"universitaria",FALSE
"7993","CS24179",8,"Government",5,"S","Husband","Professional","White","f",20,40.65,"universitaria",FALSE
"7994","CS24182",10,"Private",5,"S","Not-in-family","White-Collar","White","f",40.5,48.21,"universitaria",FALSE
"7995","CS24183",33,"Other/Unknown",5,"D","Not-in-family","Other/Unknown","White","f",40.5,38.33,"universitaria",FALSE
"7996","CS24185",31,"Private",5,"W","Husband","Blue-Collar","Black","f",40,39.61,"universitaria",FALSE
"7997","CS24197",21,"Private",2,"D","Husband","Service","Black","f",40,40.11,"universitaria",FALSE
"7998","CS24198",20,"Private",16,"D","Unmarried","White-Collar","White","f",40.5,45.19,"secundaria",FALSE
"7999","CS24199",44,"Private",6,"W","Not-in-family","White-Collar","White","f",40.5,47.68,"postuniversitara",FALSE
"8000","CS24203",23,"Private",7,"S","Not-in-family","Professional","White","f",35,39.17,"postuniversitara",FALSE
"8001","CS24205",55,"Private",5,"W","Not-in-family","White-Collar","White","f",15.5,47.6,"universitaria",FALSE
"8002","CS24206",27,"Private",16,"M","Not-in-family","Service","White","f",35,42.2,"secundaria",FALSE
"8003","CS24208",3,"Private",2,"S","Husband","Service","White","f",30,40.04,"universitaria",FALSE
"8004","CS24211",61,"Private",2,"W","Husband","Professional","White","f",8.5,38,"universitaria",FALSE
"8005","CS24212",21,"Government",3,"S","Not-in-family","Professional","Black","f",40,42.81,"universitaria",FALSE
"8006","CS24220",24,"Self-Employed",7,"M","Husband","Professional","White","f",40,43.25,"postuniversitara",FALSE
"8007","CS24221",25,"Private",2,"S","Wife","Blue-Collar","White","f",40.5,42.59,"universitaria",FALSE
"8008","CS24222",43,"Private",16,"D","Not-in-family","White-Collar","White","f",40.5,42.82,"secundaria",FALSE
"8009","CS24226",29,"Private",6,"S","Not-in-family","Professional","White","f",40,40.59,"postuniversitara",FALSE
"8010","CS24228",23,"Government",16,"D","Not-in-family","White-Collar","White","f",40,48.64,"secundaria",FALSE
"8011","CS24234",7,"Private",2,"S","Husband","Service","White","f",25.5,35.31,"universitaria",FALSE
"8012","CS24237",3,"Private",2,"S","Husband","White-Collar","White","f",40.5,40.29,"universitaria",FALSE
"8013","CS24238",62,"Other/Unknown",9,"W","Own-child","Other/Unknown","Black","f",40,34.13,"primaria",FALSE
"8014","CS24240",47,"Private",11,"D","Husband","Service","White","f",38,40.65,"primaria",FALSE
"8015","CS24241",4,"Other/Unknown",2,"S","Unmarried","Other/Unknown","White","f",15.5,36.35,"universitaria",FALSE
"8016","CS24245",16,"Government",5,"M","Own-child","Professional","White","f",45,48.78,"universitaria",FALSE
"8017","CS24246",56,"Government",16,"W","Wife","White-Collar","White","f",12.5,50.23,"secundaria",FALSE
"8018","CS24251",18,"Private",16,"D","Husband","Service","White","f",36,40.33,"secundaria",FALSE
"8019","CS24255",23,"Government",16,"D","Husband","Blue-Collar","White","f",40.5,49.42,"secundaria",FALSE
"8020","CS24258",20,"Private",16,"M","Husband","Blue-Collar","White","f",50.5,44.15,"secundaria",FALSE
"8021","CS24264",43,"Government",12,"D","Husband","Service","White","f",40.5,43.19,"primaria",FALSE
"8022","CS24265",21,"Government",16,"D","Not-in-family","White-Collar","White","f",12,46.12,"secundaria",FALSE
"8023","CS24273",5,"Private",4,"S","Husband","Service","White","f",40.5,37.44,"universitaria",FALSE
"8024","CS24278",17,"Private",16,"D","Husband","Service","White","f",32.5,39.95,"secundaria",FALSE
"8025","CS24281",18,"Government",8,"M","Husband","Professional","White","f",50.5,50.24,"postuniversitara",FALSE
"8026","CS24283",3,"Private",2,"D","Husband","Service","White","f",40,36.59,"universitaria",FALSE
"8027","CS24290",58,"Government",2,"W","Not-in-family","Service","White","f",16.5,44.73,"universitaria",FALSE
"8028","CS24292",13,"Private",16,"X","Husband","White-Collar","White","f",40.5,42.7,"secundaria",FALSE
"8029","CS24296",38,"Private",10,"M","Not-in-family","Service","Black","f",30,37.28,"primaria",FALSE
"8030","CS24297",16,"Private",4,"X","Unmarried","White-Collar","White","f",50.5,45.09,"universitaria",FALSE
"8031","CS24298",40,"Private",16,"W","Unmarried","Sales","White","f",40,39.29,"secundaria",FALSE
"8032","CS24299",23,"Other/Unknown",5,"M","Not-in-family","Other/Unknown","White","f",6.5,36.75,"universitaria",FALSE
"8033","CS24301",32,"Private",16,"D","Husband","White-Collar","White","f",40.5,44.24,"secundaria",FALSE
"8034","CS24303",9,"Self-Employed",5,"S","Husband","Sales","White","f",50.5,37.63,"universitaria",FALSE
"8035","CS24307",26,"Private",16,"S","Husband","White-Collar","Black","f",40.5,41.81,"secundaria",FALSE
"8036","CS24308",6,"Other/Unknown",2,"S","Other-relative","Other/Unknown","Black","f",35.5,35.64,"universitaria",FALSE
"8037","CS24310",27,"Self-Employed",16,"M","Husband","White-Collar","White","f",40.5,44.3,"secundaria",FALSE
"8038","CS24311",26,"Private",2,"S","Wife","Blue-Collar","Black","f",40.5,46.27,"universitaria",FALSE
"8039","CS24314",50,"Private",16,"W","Husband","White-Collar","White","f",20,46.46,"secundaria",FALSE
"8040","CS24322",6,"Private",4,"M","Not-in-family","Professional","White","f",40,40.19,"universitaria",FALSE
"8041","CS24326",11,"Government",5,"S","Own-child","Professional","Amer-Indian-Eskimo","f",43,39.59,"universitaria",FALSE
"8042","CS24327",32,"Self-Employed",3,"M","Not-in-family","White-Collar","White","f",25.5,47.77,"universitaria",FALSE
"8043","CS24328",36,"Private",11,"S","Wife","Service","White","f",7,35.28,"primaria",FALSE
"8044","CS24334",16,"Private",2,"M","Unmarried","Professional","White","f",40.5,41.33,"universitaria",FALSE
"8045","CS24341",31,"Private",16,"X","Own-child","Service","White","f",40,38.97,"secundaria",FALSE
"8046","CS24344",26,"Private",16,"D","Husband","White-Collar","White","f",40,42.65,"secundaria",FALSE
"8047","CS24347",22,"Private",16,"X","Husband","Sales","White","f",10,36.02,"secundaria",FALSE
"8048","CS24349",29,"Private",4,"D","Husband","Blue-Collar","White","f",55,44.8,"universitaria",FALSE
"8049","CS24351",16,"Government",16,"S","Own-child","White-Collar","Black","f",40,45.42,"secundaria",FALSE
"8050","CS24352",2,"Private",2,"S","Not-in-family","Service","White","f",20,35.64,"universitaria",FALSE
"8051","CS24354",42,"Private",4,"D","Not-in-family","Service","White","f",40.5,41.34,"universitaria",FALSE
"8052","CS24355",22,"Private",16,"M","Not-in-family","White-Collar","White","f",60,49.7,"secundaria",FALSE
"8053","CS24357",10,"Private",14,"X","Husband","Service","White","f",20,33.69,"secundaria",FALSE
"8054","CS24367",12,"Government",5,"D","Husband","Professional","White","f",40,44.34,"universitaria",FALSE
"8055","CS24368",24,"Private",6,"S","Not-in-family","Professional","White","f",40,39.65,"postuniversitara",FALSE
"8056","CS24372",39,"Private",16,"X","Husband","Service","White","f",16,39.23,"secundaria",FALSE
"8057","CS24376",6,"Private",5,"S","Own-child","Professional","Amer-Indian-Eskimo","f",40,40.02,"universitaria",FALSE
"8058","CS24377",5,"Private",16,"S","Not-in-family","Sales","White","f",40,38.57,"secundaria",FALSE
"8059","CS24389",27,"Private",2,"D","Not-in-family","White-Collar","White","f",40.5,43.13,"universitaria",FALSE
"8060","CS24390",33,"Government",2,"D","Own-child","White-Collar","White","f",50,50.5,"universitaria",FALSE
"8061","CS24391",1,"Private",13,"S","Unmarried","Service","White","f",25.5,34.37,"primaria",FALSE
"8062","CS24393",7,"Private",5,"S","Not-in-family","Professional","White","f",38.5,41.84,"universitaria",FALSE
"8063","CS24396",9,"Private",5,"S","Husband","White-Collar","White","f",40.5,44.11,"universitaria",FALSE
"8064","CS24399",13,"Private",5,"S","Not-in-family","Professional","Other","f",50,28.65,"universitaria",FALSE
"8065","CS24402",14,"Government",3,"D","Husband","Service","Amer-Indian-Eskimo","f",40,46.09,"universitaria",FALSE
"8066","CS24403",8,"Private",2,"S","Unmarried","Sales","White","f",17,40.14,"universitaria",FALSE
"8067","CS24404",1,"Private",13,"S","Own-child","Service","White","f",10,37.11,"primaria",FALSE
"8068","CS24405",62,"Other/Unknown",14,"W","Own-child","Other/Unknown","White","f",16,34.17,"secundaria",FALSE
"8069","CS24406",15,"Private",4,"S","Other-relative","Service","White","f",40.5,38.41,"universitaria",FALSE
"8070","CS24408",23,"Private",5,"S","Husband","White-Collar","Asian-Pac-Islander","f",35,44.83,"universitaria",FALSE
"8071","CS24410",22,"Private",16,"S","Husband","Service","Black","f",24,39.06,"secundaria",FALSE
"8072","CS24411",32,"Private",16,"D","Unmarried","Service","Black","f",20,40.85,"secundaria",FALSE
"8073","CS24412",45,"Private",13,"W","Not-in-family","Sales","White","f",40.5,37.84,"primaria",FALSE
"8074","CS24415",38,"Government",8,"S","Other-relative","White-Collar","White","f",40,49.21,"postuniversitara",FALSE
"8075","CS24417",4,"Private",2,"S","Husband","White-Collar","White","f",40.5,42.67,"universitaria",FALSE
"8076","CS24425",31,"Private",2,"D","Husband","Blue-Collar","White","f",40,43.18,"universitaria",FALSE
"8077","CS24426",23,"Private",16,"M","Not-in-family","Professional","Black","f",40,42.83,"secundaria",FALSE
"8078","CS24427",48,"Government",16,"M","Wife","White-Collar","White","f",35,47.5,"secundaria",FALSE
"8079","CS24429",47,"Other/Unknown",14,"D","Not-in-family","Other/Unknown","Black","f",40.5,34.87,"secundaria",FALSE
"8080","CS24430",22,"Private",2,"S","Not-in-family","White-Collar","White","f",40.5,44.48,"universitaria",FALSE
"8081","CS24433",24,"Government",2,"S","Husband","White-Collar","White","f",40.5,44.86,"universitaria",FALSE
"8082","CS24437",15,"Private",2,"X","Husband","Service","White","f",50,39.6,"universitaria",FALSE
"8083","CS24438",17,"Private",16,"D","Unmarried","Service","White","f",40.5,40.07,"secundaria",FALSE
"8084","CS24439",43,"Private",16,"S","Unmarried","White-Collar","White","f",40,46.57,"secundaria",FALSE
"8085","CS24446",23,"Private",5,"S","Husband","White-Collar","White","f",40.5,44.57,"universitaria",FALSE
"8086","CS24448",6,"Private",16,"S","Husband","Service","White","f",40,40.6,"secundaria",FALSE
"8087","CS24449",11,"Private",5,"S","Unmarried","White-Collar","White","f",40,48.36,"universitaria",FALSE
"8088","CS24452",17,"Self-Employed",5,"M","Husband","Professional","White","f",50.5,40.96,"universitaria",FALSE
"8089","CS24455",10,"Private",4,"X","Husband","Blue-Collar","Other","f",40.5,33.08,"universitaria",FALSE
"8090","CS24459",16,"Private",6,"S","Not-in-family","White-Collar","White","f",40,43.19,"postuniversitara",FALSE
"8091","CS24460",3,"Government",2,"S","Not-in-family","White-Collar","White","f",15.5,46.07,"universitaria",FALSE
"8092","CS24462",15,"Private",14,"S","Husband","White-Collar","White","f",48.5,40.81,"secundaria",FALSE
"8093","CS24463",13,"Private",16,"X","Unmarried","Sales","White","f",25.5,35.55,"secundaria",FALSE
"8094","CS24464",23,"Private",16,"S","Unmarried","Sales","Black","f",40,37.63,"secundaria",FALSE
"8095","CS24466",10,"Private",16,"D","Husband","Service","White","f",35.5,36.56,"secundaria",FALSE
"8096","CS24468",36,"Private",12,"W","Own-child","White-Collar","White","f",40,41.18,"primaria",FALSE
"8097","CS24469",34,"Government",2,"D","Unmarried","Service","Black","f",40,43.69,"universitaria",FALSE
"8098","CS24475",25,"Other/Unknown",16,"D","Unmarried","Other/Unknown","Black","f",28,36.35,"secundaria",FALSE
"8099","CS24486",13,"Government",2,"S","Husband","White-Collar","Black","f",40.5,48.93,"universitaria",FALSE
"8100","CS24491",32,"Private",14,"M","Husband","Service","White","f",40,41.4,"secundaria",FALSE
"8101","CS24492",15,"Private",5,"S","Wife","Service","White","f",42,37.95,"universitaria",FALSE
"8102","CS24494",14,"Private",2,"S","Husband","Service","White","f",40.5,36.71,"universitaria",FALSE
"8103","CS24500",4,"Private",2,"S","Husband","Professional","White","f",10.5,39.8,"universitaria",FALSE
"8104","CS24506",5,"Private",2,"S","Husband","Service","White","f",30.5,36.25,"universitaria",FALSE
"8105","CS24507",42,"Private",16,"W","Own-child","White-Collar","White","f",40.5,44.83,"secundaria",FALSE
"8106","CS24512",12,"Private",14,"M","Husband","White-Collar","White","f",40.5,44.45,"secundaria",FALSE
"8107","CS24516",29,"Private",2,"D","Own-child","Professional","White","f",20,41.02,"universitaria",FALSE
"8108","CS24517",6,"Private",16,"S","Unmarried","White-Collar","White","f",40,41.31,"secundaria",FALSE
"8109","CS24518",22,"Private",5,"S","Unmarried","Blue-Collar","White","f",8.5,37.84,"universitaria",FALSE
"8110","CS24519",21,"Private",3,"D","Not-in-family","Professional","White","f",40,42.23,"universitaria",FALSE
"8111","CS24525",14,"Private",5,"S","Own-child","Sales","White","f",40,40.87,"universitaria",FALSE
"8112","CS24529",32,"Private",12,"D","Husband","Sales","White","f",40.5,34.69,"primaria",FALSE
"8113","CS24531",30,"Private",16,"X","Husband","Blue-Collar","White","f",50,40.16,"secundaria",FALSE
"8114","CS24537",34,"Private",16,"D","Husband","Sales","White","f",65.5,39.87,"secundaria",FALSE
"8115","CS24539",2,"Private",16,"S","Not-in-family","Service","White","f",40.5,36.94,"secundaria",FALSE
"8116","CS24543",7,"Government",5,"S","Husband","Professional","Black","f",40,41.93,"universitaria",FALSE
"8117","CS24545",30,"Private",4,"D","Not-in-family","Professional","White","f",50.5,39.8,"universitaria",FALSE
"8118","CS24548",21,"Government",4,"D","Husband","Professional","White","f",38,41.34,"universitaria",FALSE
"8119","CS24552",35,"Government",13,"W","Husband","Service","White","f",24.5,44.1,"primaria",FALSE
"8120","CS24557",37,"Private",13,"D","Husband","White-Collar","White","f",48.5,44.75,"primaria",FALSE
"8121","CS24559",2,"Private",16,"S","Husband","Service","White","f",30,34.19,"secundaria",FALSE
"8122","CS24562",10,"Private",5,"S","Husband","Service","White","f",35,37.76,"universitaria",FALSE
"8123","CS24563",4,"Private",2,"S","Own-child","Service","White","f",15,37.66,"universitaria",FALSE
"8124","CS24564",25,"Private",16,"S","Own-child","Sales","White","f",50,37.87,"secundaria",FALSE
"8125","CS24566",6,"Private",2,"S","Husband","Service","White","f",20.5,37.07,"universitaria",FALSE
"8126","CS24568",40,"Private",2,"D","Not-in-family","White-Collar","White","f",40.5,43.8,"universitaria",FALSE
"8127","CS24569",19,"Private",16,"M","Not-in-family","White-Collar","White","f",40.5,48.05,"secundaria",FALSE
"8128","CS24570",18,"Private",5,"X","Wife","White-Collar","White","f",35,43.3,"universitaria",FALSE
"8129","CS24571",13,"Government",6,"M","Not-in-family","Professional","White","f",40.5,49.74,"postuniversitara",FALSE
"8130","CS24575",5,"Private",2,"S","Husband","White-Collar","White","f",30.5,41.96,"universitaria",FALSE
"8131","CS24579",19,"Other/Unknown",16,"M","Husband","Other/Unknown","White","f",25.5,40.68,"secundaria",FALSE
"8132","CS24583",29,"Private",16,"S","Husband","Blue-Collar","White","f",40.5,38.68,"secundaria",FALSE
"8133","CS24584",13,"Private",2,"S","Unmarried","Service","White","f",20,40.16,"universitaria",FALSE
"8134","CS24585",13,"Government",13,"S","Other-relative","Service","Black","f",40.5,44.76,"primaria",FALSE
"8135","CS24586",17,"Private",5,"S","Own-child","White-Collar","White","f",40,44,"universitaria",FALSE
"8136","CS24588",36,"Private",16,"D","Own-child","Sales","White","f",25.5,39.33,"secundaria",FALSE
"8137","CS24589",8,"Private",2,"X","Unmarried","White-Collar","White","f",35.5,44.15,"universitaria",FALSE
"8138","CS24591",24,"Private",5,"S","Husband","White-Collar","White","f",48.5,46.48,"universitaria",FALSE
"8139","CS24593",17,"Private",5,"S","Not-in-family","Sales","White","f",40.5,40.33,"universitaria",FALSE
"8140","CS24598",16,"Private",3,"S","Husband","Service","White","f",64,40.29,"universitaria",FALSE
"8141","CS24607",22,"Private",14,"M","Husband","White-Collar","White","f",32.5,46.12,"secundaria",FALSE
"8142","CS24610",16,"Private",16,"M","Husband","White-Collar","White","f",50.5,46.41,"secundaria",FALSE
"8143","CS24611",30,"Private",3,"S","Wife","White-Collar","White","f",40,45.64,"universitaria",FALSE
